DataHora;Copo;Cidade;Entrega;Pagamento;Acomp1;Acomp2;Acomp3;Cobertura;IdPedido
2022-03-10 18:59:12;4;1;1;2;1;3;1;6;28583
2021-03-19 15:05:54;2;9;2;3;7;7;1;2;28584
2020-02-14 17:29:07;5;11;2;2;3;6;7;9;28585
2023-06-23 13:24:44;5;10;1;4;6;11;6;5;28586
2022-03-11 12:09:33;4;11;1;1;1;6;7;1;28587
2020-09-14 10:07:05;1;15;2;2;6;7;3;7;28588
2023-07-17 11:25:46;4;17;1;1;9;10;11;7;28589
2020-05-29 09:21:33;5;1;1;3;11;5;10;1;28590
2021-08-13 15:18:00;2;15;2;4;9;3;3;10;28591
2023-07-08 17:51:05;3;16;1;1;8;3;4;2;28592
2021-12-04 12:28:25;1;13;1;1;10;10;6;1;28593
2023-02-03 18:43:05;1;10;1;3;10;6;6;5;28594
2020-11-25 19:40:08;3;12;1;3;5;7;3;2;28595
2021-11-11 17:13:10;5;9;2;3;7;3;10;6;28596
2022-05-16 14:04:16;2;15;2;2;7;7;5;8;28597
2021-08-04 10:32:23;1;9;2;4;1;7;9;6;28598
2023-12-14 19:24:14;5;13;2;2;2;2;11;1;28599
2020-12-03 13:38:22;3;7;2;2;6;10;4;3;28600
2020-05-24 10:26:55;5;17;2;1;2;8;4;4;28601
2020-02-06 20:52:27;3;1;2;4;7;10;1;3;28602
2021-12-30 14:08:00;4;14;2;2;1;10;2;1;28603
2022-04-23 14:55:03;4;11;1;4;3;3;8;6;28604
2020-03-27 19:58:58;4;13;2;3;7;11;11;1;28605
2020-02-07 14:18:11;4;12;1;1;5;2;7;3;28606
2021-04-23 12:35:14;1;8;2;2;7;3;2;7;28607
2023-02-16 12:54:23;2;3;1;3;11;8;7;2;28608
2023-10-29 09:11:57;5;7;1;2;8;7;5;4;28609
2020-11-06 20:35:36;2;10;1;4;9;11;6;4;28610
2020-10-03 10:28:27;3;7;2;1;5;4;1;9;28611
2023-10-11 12:58:38;5;13;1;4;1;4;5;7;28612
2022-09-26 20:20:47;5;13;1;3;6;5;1;8;28613
2020-03-06 11:21:52;2;1;1;2;5;2;7;9;28614
2020-05-16 16:54:49;1;14;2;2;11;3;11;5;28615
2020-04-08 14:29:21;4;14;1;4;1;10;2;8;28616
2022-01-22 12:22:44;1;13;2;4;5;10;10;5;28617
2020-11-11 09:21:21;3;2;2;4;5;7;5;8;28618
2023-02-13 15:19:00;1;17;2;4;2;8;3;1;28619
2021-07-16 10:09:24;2;12;2;2;8;11;3;1;28620
2022-06-24 13:43:28;4;11;2;4;3;9;7;10;28621
2020-06-29 18:32:08;2;12;2;2;8;11;2;3;28622
2020-07-21 11:53:55;3;3;2;2;5;2;1;9;28623
2020-02-04 11:53:30;3;3;2;1;4;9;9;9;28624
2023-04-30 09:10:56;3;2;2;3;7;4;4;3;28625
2020-08-01 15:25:35;1;7;2;1;1;8;1;10;28626
2021-08-30 17:02:00;1;10;2;1;11;5;9;7;28627
2022-08-11 09:34:31;1;4;2;1;2;6;8;5;28628
2023-02-13 19:36:46;3;15;2;4;11;2;9;10;28629
2022-01-06 18:41:44;2;15;2;4;11;7;11;9;28630
2021-08-15 18:07:46;2;13;1;3;10;5;10;5;28631
2021-07-05 19:14:00;3;2;1;4;10;10;1;10;28632
2022-05-23 12:06:32;4;16;1;3;9;3;7;10;28633
2021-10-27 20:28:14;4;13;2;3;5;2;7;5;28634
2020-09-21 16:06:55;3;11;2;1;3;2;9;10;28635
2022-01-05 17:37:39;2;7;2;4;9;7;9;9;28636
2021-04-19 11:23:07;5;9;1;2;9;1;1;4;28637
2020-03-15 20:42:15;3;17;1;2;2;5;1;6;28638
2022-11-18 12:34:00;5;4;2;4;4;5;9;3;28639
2021-04-22 10:02:08;2;9;1;2;11;10;3;9;28640
2023-02-02 19:00:33;4;1;1;2;5;3;10;10;28641
2021-06-03 15:30:42;3;14;2;3;11;1;8;10;28642
2020-10-13 16:56:25;4;15;1;4;3;11;7;5;28643
2023-10-26 17:17:16;4;10;1;3;2;7;2;6;28644
2020-06-21 14:59:01;1;6;1;3;10;9;8;4;28645
2021-07-10 12:25:00;5;3;2;2;10;11;8;5;28646
2021-01-25 10:03:24;2;9;2;4;5;8;7;3;28647
2020-11-10 11:36:50;5;7;1;1;7;11;8;8;28648
2022-12-11 17:46:03;4;9;1;1;8;8;9;4;28649
2022-03-14 09:04:48;2;9;2;4;2;2;2;10;28650
2022-07-18 10:54:42;2;3;2;2;3;3;7;1;28651
2021-09-02 11:47:20;5;12;2;2;5;6;6;8;28652
2020-12-26 09:07:03;3;10;2;1;10;3;3;8;28653
2023-07-18 16:19:33;4;6;2;3;6;4;5;10;28654
2022-09-13 15:09:55;4;7;2;4;8;1;7;3;28655
2022-08-24 13:08:11;1;5;2;4;4;11;11;10;28656
2020-09-09 15:54:23;2;5;2;4;9;11;11;3;28657
2020-01-23 13:56:28;2;17;1;3;11;7;6;8;28658
2020-04-22 11:32:43;5;2;2;2;8;7;4;1;28659
2023-11-24 19:57:11;2;10;1;1;10;9;5;6;28660
2022-10-17 17:26:39;3;12;1;3;7;3;5;4;28661
2020-05-03 15:10:50;3;15;1;2;4;5;3;4;28662
2022-08-17 12:31:11;4;2;2;1;7;3;7;5;28663
2020-04-26 19:40:02;4;14;1;1;6;5;8;9;28664
2023-01-30 15:17:28;3;3;1;2;1;2;8;10;28665
2023-04-09 15:20:28;1;3;1;2;6;3;3;1;28666
2022-03-10 12:11:55;5;10;2;4;1;2;1;4;28667
2022-05-20 18:11:52;3;5;1;1;2;6;5;2;28668
2020-12-17 15:53:27;3;14;1;3;3;1;3;3;28669
2020-05-08 16:18:37;1;6;1;3;7;1;5;5;28670
2020-10-29 12:03:05;2;13;2;1;8;11;10;2;28671
2021-06-26 11:42:12;4;15;2;2;7;10;2;5;28672
2021-09-04 11:47:52;2;13;2;4;3;2;6;8;28673
2020-04-14 09:09:42;3;14;1;1;1;10;9;7;28674
2020-08-28 16:34:32;2;10;2;1;7;9;4;7;28675
2022-12-25 16:26:31;1;16;1;1;11;10;3;5;28676
2023-02-16 16:36:53;1;4;2;1;7;4;3;2;28677
2021-01-25 14:35:15;2;6;1;1;8;5;11;2;28678
2023-01-01 11:22:25;3;1;2;4;3;7;11;6;28679
2020-01-24 20:16:15;2;3;1;1;3;2;8;2;28680
2020-07-21 19:24:30;5;3;2;2;9;9;8;4;28681
2022-12-30 10:15:20;3;17;2;2;6;7;10;10;28682
2022-12-24 19:57:24;5;6;2;3;5;4;9;4;28683
2021-04-17 15:03:19;3;16;2;2;5;11;3;4;28684
2022-09-10 11:32:22;5;4;2;3;3;1;7;6;28685
2021-05-12 15:47:57;2;11;2;4;10;5;1;1;28686
2020-05-19 17:25:14;4;2;1;2;1;7;6;1;28687
2023-08-22 11:47:32;4;9;1;1;4;4;1;2;28688
2023-10-28 18:47:14;5;16;1;1;5;3;2;5;28689
2023-04-23 15:24:49;5;7;1;1;7;4;1;3;28690
2020-05-22 19:32:19;3;4;2;2;1;9;3;10;28691
2021-02-10 12:51:49;1;16;2;4;4;4;5;6;28692
2021-03-05 10:47:03;3;9;1;4;7;1;9;9;28693
2022-04-28 16:56:28;3;7;1;3;11;2;11;4;28694
2023-04-27 12:12:20;3;1;1;2;5;2;9;2;28695
2020-11-10 18:20:48;5;9;2;2;10;6;1;8;28696
2023-10-12 15:02:13;1;14;2;3;7;1;3;7;28697
2022-07-13 10:21:39;1;2;1;1;6;4;9;3;28698
2020-03-26 19:16:08;5;16;2;2;4;10;1;1;28699
2022-01-28 16:42:26;5;13;1;2;6;3;6;6;28700
2020-11-10 10:37:57;5;12;1;1;4;10;1;4;28701
2021-03-16 15:36:10;2;17;1;4;6;1;4;5;28702
2023-09-28 20:52:09;5;2;2;1;4;1;7;7;28703
2022-06-05 17:05:38;5;7;2;4;1;9;2;5;28704
2023-12-30 10:56:55;5;12;1;3;1;9;9;10;28705
2021-11-22 11:13:58;2;11;1;4;2;1;4;9;28706
2023-11-11 18:01:33;1;9;2;3;4;6;11;1;28707
2022-02-14 20:57:22;4;2;2;2;4;5;10;3;28708
2023-01-18 19:21:49;5;13;1;1;10;2;2;3;28709
2021-11-19 13:16:09;3;7;1;2;7;4;1;4;28710
2021-11-20 11:03:50;2;4;2;1;3;11;7;7;28711
2021-11-09 10:59:55;5;7;2;1;4;7;11;1;28712
2022-08-30 09:16:16;2;6;2;3;9;11;4;9;28713
2022-03-30 15:30:09;2;10;2;2;8;2;1;4;28714
2020-06-27 17:03:28;4;7;1;1;4;3;1;3;28715
2023-06-25 19:09:37;1;9;2;2;2;8;11;5;28716
2020-02-28 16:42:25;3;12;1;4;11;1;1;3;28717
2022-11-27 20:19:51;3;15;2;3;4;5;8;4;28718
2023-09-26 16:26:33;2;16;1;1;7;8;9;2;28719
2022-01-06 17:00:40;2;15;1;4;3;11;2;6;28720
2021-11-16 16:19:22;5;15;2;3;5;4;5;10;28721
2022-05-13 10:54:59;5;6;2;3;3;4;9;2;28722
2022-08-31 17:35:14;2;9;1;3;10;7;4;2;28723
2021-05-29 19:08:09;5;14;2;3;2;8;1;2;28724
2020-06-15 15:21:21;3;3;2;4;4;6;11;1;28725
2021-04-22 20:01:06;1;11;1;4;8;11;9;10;28726
2022-11-03 14:31:37;3;4;2;3;4;8;9;5;28727
2021-11-20 09:54:05;5;3;1;2;10;10;9;9;28728
2020-10-04 19:33:08;3;17;1;4;8;5;9;4;28729
2021-08-10 16:53:00;5;16;1;4;4;3;5;9;28730
2021-04-16 17:14:57;1;5;1;2;10;2;3;2;28731
2023-05-15 19:55:59;4;10;1;2;11;3;5;8;28732
2023-10-02 18:23:22;2;10;1;2;8;7;6;8;28733
2022-03-09 12:35:37;4;11;1;2;7;7;11;3;28734
2021-06-10 16:42:47;5;16;1;3;4;10;11;10;28735
2023-08-25 18:47:11;5;6;2;3;4;5;6;8;28736
2021-07-02 15:20:00;2;17;2;1;7;7;1;10;28737
2022-12-03 10:17:52;3;12;1;3;2;7;9;8;28738
2021-02-04 20:49:24;5;15;1;4;10;4;7;2;28739
2023-09-07 18:36:23;2;4;1;1;9;9;2;4;28740
2020-12-27 11:46:29;4;16;1;4;4;11;3;8;28741
2022-05-23 14:13:41;4;14;1;3;1;3;9;10;28742
2022-10-18 20:04:05;5;7;1;3;6;3;5;2;28743
2021-12-11 19:43:34;4;5;1;3;4;7;6;4;28744
2021-02-15 19:03:52;4;12;2;2;4;11;9;10;28745
2021-01-04 09:43:38;1;10;2;1;8;7;2;1;28746
2020-09-30 10:28:40;1;1;2;2;9;3;6;1;28747
2020-03-01 15:54:58;1;8;2;1;7;7;5;8;28748
2021-08-31 19:26:16;3;17;2;2;1;7;7;6;28749
2023-10-24 11:38:35;3;17;1;4;10;11;2;3;28750
2021-07-02 18:18:21;4;9;1;4;5;5;4;1;28751
2020-08-17 13:34:39;2;16;2;4;7;4;5;5;28752
2021-06-04 18:58:54;5;14;2;1;6;7;3;8;28753
2020-08-05 11:16:32;3;12;2;1;10;10;3;5;28754
2022-02-15 15:15:34;4;1;2;1;2;6;1;7;28755
2021-01-04 20:50:40;1;2;1;4;7;2;5;3;28756
2023-06-29 10:35:00;4;13;1;4;8;1;8;3;28757
2022-10-22 14:43:54;3;3;1;2;6;11;9;7;28758
2021-08-07 17:53:59;4;8;1;4;10;9;11;9;28759
2022-07-16 09:17:26;3;15;1;2;3;9;11;3;28760
2021-12-09 16:48:57;4;8;2;1;10;1;11;6;28761
2023-08-31 10:34:15;5;13;2;2;1;6;1;4;28762
2023-01-20 12:51:39;5;12;2;1;4;5;4;5;28763
2023-12-30 19:06:25;1;13;1;1;2;5;7;9;28764
2020-04-07 19:25:40;5;1;2;4;9;1;1;10;28765
2023-04-30 12:21:21;2;4;2;3;1;2;4;10;28766
2022-05-26 11:13:21;5;17;1;2;4;7;6;2;28767
2023-10-11 20:08:02;4;5;1;3;9;10;11;1;28768
2020-11-06 09:46:07;4;1;1;2;7;6;7;1;28769
2020-07-01 20:04:46;3;5;2;2;9;1;2;7;28770
2021-10-11 14:05:23;3;15;2;2;4;1;7;1;28771
2021-04-23 15:03:38;3;4;1;4;1;7;2;8;28772
2020-03-23 10:01:12;2;8;2;4;11;6;7;7;28773
2022-04-11 14:08:46;2;1;2;4;2;2;5;1;28774
2021-10-21 19:41:18;3;4;2;3;9;1;5;10;28775
2021-09-16 17:43:13;4;11;1;4;4;5;4;6;28776
2022-12-23 15:09:18;1;17;2;4;11;7;4;8;28777
2022-07-21 20:11:52;4;12;2;2;10;5;8;4;28778
2022-11-04 10:50:58;4;3;2;3;6;10;4;6;28779
2020-06-04 09:42:27;3;13;2;1;4;7;11;6;28780
2022-10-01 11:46:35;2;14;1;3;2;3;8;8;28781
2023-01-29 14:08:07;5;10;1;3;6;4;11;10;28782
2020-11-07 13:09:25;3;17;1;1;11;2;7;5;28783
2021-10-23 15:14:25;1;3;1;2;6;4;9;10;28784
2023-09-10 20:20:17;4;8;2;4;1;11;1;8;28785
2021-02-09 20:31:32;1;8;2;3;3;10;8;7;28786
2021-06-21 20:01:09;4;7;1;1;9;1;7;3;28787
2020-01-04 18:34:40;2;13;1;2;8;8;10;3;28788
2023-03-01 12:39:11;5;4;1;4;6;5;5;9;28789
2020-09-24 16:21:36;1;13;2;3;9;3;9;2;28790
2023-12-25 18:30:58;5;15;2;3;10;5;1;2;28791
2023-09-05 19:23:17;4;15;2;2;11;6;6;3;28792
2021-01-03 11:53:56;2;11;2;2;2;4;10;9;28793
2022-08-02 20:29:21;4;14;1;4;8;2;7;10;28794
2022-04-03 15:37:27;4;1;1;3;2;7;9;9;28795
2022-12-21 14:33:14;3;1;1;3;1;10;1;3;28796
2021-04-30 16:09:02;3;9;1;4;4;10;10;2;28797
2020-09-28 11:00:26;1;14;2;4;9;2;6;8;28798
2020-10-11 16:49:46;2;2;2;1;2;8;2;1;28799
2021-11-23 11:27:00;1;13;1;2;7;7;3;7;28800
2021-06-25 16:55:37;1;17;1;1;6;11;2;1;28801
2023-03-05 18:17:50;4;16;2;3;6;1;11;3;28802
2021-08-13 20:51:42;2;3;1;4;1;1;6;4;28803
2021-04-01 17:52:22;2;17;2;4;5;8;3;4;28804
2021-11-15 15:11:08;2;12;2;3;9;3;10;1;28805
2022-05-24 19:26:22;4;2;1;3;6;10;1;10;28806
2021-07-16 19:05:34;1;13;2;2;6;3;7;6;28807
2022-07-01 15:49:34;3;7;2;3;5;10;8;6;28808
2020-09-06 16:14:59;2;17;1;3;8;11;5;7;28809
2023-07-16 15:42:38;3;4;2;3;4;11;11;9;28810
2021-10-09 13:32:48;5;9;2;3;10;9;3;5;28811
2020-05-10 15:10:09;5;12;2;4;9;2;4;4;28812
2023-02-21 15:14:53;4;17;2;1;11;4;2;5;28813
2020-04-12 19:19:11;2;4;1;1;5;10;2;3;28814
2022-12-06 15:57:31;5;3;1;2;5;2;11;9;28815
2022-05-30 11:38:27;3;11;2;4;3;6;1;3;28816
2022-03-26 19:40:21;3;13;1;1;9;8;9;3;28817
2022-05-25 11:21:10;5;9;1;1;10;5;5;2;28818
2021-05-17 17:18:53;5;15;1;4;3;11;2;5;28819
2023-10-28 18:06:01;3;6;1;4;6;5;10;9;28820
2023-08-07 11:24:17;5;4;2;2;4;1;9;6;28821
2020-12-03 20:20:02;4;11;2;2;1;4;1;1;28822
2022-07-21 19:43:26;5;2;2;3;6;9;11;9;28823
2021-07-22 09:48:13;4;14;1;3;7;4;9;9;28824
2023-04-09 17:22:26;2;16;1;2;6;11;2;2;28825
2023-03-19 15:55:06;2;13;2;2;10;10;10;2;28826
2021-07-05 20:00:06;4;13;2;3;9;9;5;6;28827
2020-02-23 11:17:43;3;8;1;4;7;1;4;7;28828
2020-06-03 20:25:02;3;7;1;4;8;10;5;4;28829
2022-10-16 09:33:46;4;15;2;3;10;2;9;7;28830
2023-03-05 17:05:06;2;1;1;4;8;2;11;9;28831
2021-09-02 17:43:27;3;15;1;2;6;3;10;8;28832
2022-12-25 20:17:14;5;12;2;2;2;4;3;5;28833
2020-06-14 15:11:29;4;3;1;4;11;8;10;1;28834
2022-07-23 20:51:06;3;6;1;2;2;10;5;4;28835
2021-05-09 11:11:26;2;7;1;3;4;7;7;4;28836
2020-03-19 19:18:09;5;2;1;1;9;9;7;1;28837
2020-05-22 20:01:10;2;14;2;1;5;5;8;4;28838
2020-03-25 13:49:58;1;13;2;3;11;5;2;4;28839
2023-04-01 09:19:00;2;2;2;3;9;8;4;8;28840
2023-01-03 10:31:44;1;8;2;2;5;10;7;9;28841
2020-06-22 13:53:40;5;5;1;2;3;1;5;5;28842
2023-06-29 18:00:46;4;16;1;1;4;10;6;8;28843
2022-10-27 19:51:49;5;10;1;1;10;9;2;7;28844
2021-01-09 10:34:11;2;17;2;2;1;10;9;6;28845
2022-08-05 16:30:05;4;15;2;4;5;2;6;6;28846
2022-04-03 18:23:26;2;2;2;2;8;4;3;10;28847
2020-02-27 13:32:44;4;9;1;4;2;9;2;1;28848
2021-12-08 14:27:18;2;14;1;3;11;9;4;3;28849
2020-04-20 20:07:19;3;10;2;4;11;11;1;6;28850
2023-04-21 16:53:04;1;2;1;3;1;6;9;3;28851
2020-03-05 12:02:36;1;9;1;3;3;7;3;7;28852
2021-02-07 13:56:40;4;1;2;1;5;6;3;4;28853
2020-08-26 12:07:39;4;12;2;1;9;9;11;5;28854
2022-04-13 19:01:47;3;8;2;1;9;4;10;9;28855
2023-11-25 10:15:25;2;10;1;3;8;7;9;7;28856
2021-01-05 14:19:43;5;9;1;3;8;11;9;10;28857
2020-05-29 19:15:51;1;1;2;2;3;3;6;9;28858
2022-10-02 18:58:37;2;6;1;4;6;2;2;7;28859
2023-03-14 10:00:16;3;3;1;1;4;10;11;3;28860
2021-06-04 11:23:48;5;17;2;3;6;4;2;7;28861
2020-10-18 13:33:00;1;10;2;1;5;5;9;4;28862
2022-03-20 12:48:29;3;2;1;2;6;7;5;6;28863
2023-04-24 14:03:55;2;7;1;3;8;6;4;9;28864
2020-03-02 17:29:33;3;13;2;2;10;6;3;7;28865
2022-04-22 15:55:58;4;12;2;1;5;9;7;10;28866
2020-06-08 09:07:41;2;10;1;2;5;7;10;5;28867
2023-07-03 11:50:16;4;15;2;2;2;1;1;3;28868
2020-04-13 14:37:18;3;12;1;3;5;11;11;6;28869
2023-01-07 12:18:02;1;10;2;1;10;10;1;3;28870
2020-11-22 09:54:36;1;10;1;4;5;2;5;1;28871
2023-08-16 16:57:03;5;16;1;3;10;3;8;9;28872
2022-06-30 14:41:00;4;2;2;2;1;6;4;3;28873
2022-05-12 19:24:55;1;10;2;2;2;8;1;7;28874
2021-05-20 13:48:47;2;11;2;2;5;4;5;7;28875
2022-09-30 13:28:25;3;6;1;3;10;7;11;5;28876
2021-04-12 16:18:16;2;16;2;4;9;8;3;5;28877
2022-05-14 18:45:31;4;17;2;2;9;2;8;2;28878
2023-05-09 12:13:41;5;12;1;4;8;10;3;7;28879
2021-10-30 17:38:04;4;8;2;3;11;1;6;4;28880
2021-10-29 13:52:30;4;4;2;1;8;11;1;5;28881
2021-07-05 15:38:49;1;1;2;3;9;11;7;9;28882
2022-10-26 15:05:13;2;11;2;2;10;1;11;5;28883
2021-04-28 10:17:14;2;12;1;4;5;11;10;5;28884
2023-01-25 14:44:16;5;12;1;3;3;10;6;8;28885
2020-04-08 15:22:49;1;9;2;3;1;11;3;4;28886
2023-07-25 09:44:08;5;6;1;4;6;3;8;10;28887
2023-07-28 09:55:28;1;9;2;4;8;3;4;8;28888
2020-12-07 09:20:47;3;15;1;4;11;6;7;1;28889
2022-03-30 11:00:25;1;13;2;3;8;9;5;9;28890
2023-02-22 20:08:56;2;7;1;4;6;7;9;6;28891
2023-01-03 11:20:15;4;10;2;1;5;9;7;9;28892
2022-07-21 20:21:03;4;2;1;1;7;3;11;8;28893
2023-07-23 11:03:22;1;3;1;2;8;9;6;5;28894
2020-06-25 12:03:29;4;1;2;4;1;11;10;5;28895
2022-05-25 17:30:54;1;4;2;4;4;8;11;2;28896
2021-04-10 11:13:55;1;5;2;4;9;1;7;7;28897
2023-05-02 12:28:02;3;2;2;2;8;7;8;10;28898
2022-04-23 17:46:03;4;14;1;1;8;1;9;5;28899
2022-02-15 19:49:36;3;16;2;1;7;8;8;3;28900
2020-09-16 15:19:28;5;10;2;2;9;4;2;3;28901
2021-06-08 11:42:00;3;4;2;4;9;4;5;3;28902
2022-10-29 10:30:01;1;4;2;3;8;5;11;8;28903
2022-12-27 17:17:09;4;13;1;4;6;3;7;9;28904
2023-03-03 18:42:55;1;4;1;4;8;6;6;7;28905
2020-05-31 11:18:01;5;16;2;4;4;6;11;1;28906
2022-01-22 12:59:48;1;2;2;3;1;4;4;3;28907
2021-01-05 09:14:07;2;3;1;1;3;9;3;9;28908
2022-06-06 12:22:34;1;5;2;3;1;10;7;6;28909
2022-11-12 15:12:01;2;10;1;3;7;4;7;9;28910
2023-11-25 19:50:56;4;8;2;3;10;6;7;9;28911
2021-01-09 20:52:26;4;8;1;2;2;6;9;9;28912
2020-02-22 16:01:25;1;12;2;4;4;9;3;10;28913
2020-07-08 15:45:36;3;6;1;2;5;4;4;4;28914
2021-04-29 16:03:57;2;14;1;1;5;2;10;8;28915
2020-06-14 12:00:09;4;4;2;4;8;11;3;8;28916
2022-01-28 17:39:40;3;1;1;2;3;5;9;10;28917
2020-08-21 11:31:33;5;1;1;3;3;8;10;7;28918
2020-07-14 12:31:37;2;5;1;1;7;7;5;7;28919
2022-04-11 09:33:09;1;14;2;3;8;11;4;10;28920
2021-01-14 11:01:32;3;14;2;4;8;11;9;7;28921
2021-08-31 13:53:43;3;5;1;1;8;9;4;4;28922
2023-08-25 15:31:13;2;10;2;4;11;5;11;9;28923
2023-07-08 14:21:56;2;3;2;2;5;6;2;2;28924
2023-03-01 12:23:05;5;4;2;1;8;11;2;10;28925
2023-11-18 16:32:16;2;7;2;2;9;7;1;5;28926
2021-10-14 19:41:24;2;12;2;3;2;3;9;4;28927
2022-02-10 14:57:12;3;11;1;4;1;1;9;2;28928
2021-10-04 18:43:41;2;1;2;2;10;3;2;5;28929
2021-09-04 11:58:44;5;5;1;1;6;1;11;6;28930
2021-05-23 20:13:45;1;7;2;4;7;1;8;2;28931
2020-05-11 19:54:30;5;2;1;3;4;5;7;10;28932
2020-01-14 11:48:36;1;6;2;2;6;5;9;1;28933
2020-01-17 19:05:52;5;17;1;4;4;10;7;6;28934
2021-05-23 15:38:28;2;15;1;4;9;10;8;1;28935
2022-01-06 17:00:51;4;3;1;3;2;5;5;7;28936
2020-01-26 12:52:38;4;5;2;2;9;5;2;5;28937
2020-10-07 11:50:49;4;11;2;3;9;6;1;9;28938
2020-07-20 16:33:25;2;1;1;3;5;5;10;5;28939
2020-07-01 18:06:23;2;8;2;3;2;4;10;5;28940
2021-06-29 10:24:44;5;1;1;4;7;7;9;10;28941
2023-02-05 18:35:45;4;16;2;2;3;5;3;1;28942
2020-04-16 11:11:35;1;9;2;3;3;4;6;4;28943
2023-10-31 18:24:52;3;11;1;1;2;4;7;7;28944
2021-04-16 12:58:39;1;14;2;3;7;8;11;6;28945
2022-12-27 16:08:17;2;15;1;1;11;10;7;5;28946
2022-02-09 18:11:38;4;6;1;1;3;8;2;5;28947
2022-01-26 12:34:11;5;5;2;1;1;9;11;6;28948
2020-07-19 17:15:00;3;2;1;1;7;1;4;9;28949
2020-12-06 18:31:45;2;11;1;4;10;9;4;6;28950
2021-03-19 16:05:34;4;12;1;3;3;7;3;9;28951
2022-05-11 18:49:01;2;14;2;4;11;10;9;10;28952
2020-01-17 10:49:34;2;15;2;1;10;6;4;8;28953
2022-08-06 19:02:59;3;3;2;1;8;4;5;2;28954
2021-03-12 18:41:23;4;7;1;3;10;4;4;2;28955
2022-01-08 13:03:11;2;16;1;1;4;11;9;8;28956
2022-05-03 15:58:25;1;1;2;3;1;9;9;5;28957
2020-10-28 15:13:16;5;13;2;2;5;1;4;8;28958
2023-02-05 15:15:38;4;14;1;3;2;5;11;1;28959
2023-08-03 09:41:51;4;7;2;3;2;5;7;4;28960
2022-04-18 17:05:26;3;4;1;3;5;10;11;2;28961
2021-12-04 10:03:46;4;10;1;3;3;9;11;4;28962
2021-01-04 17:24:57;5;7;2;1;6;9;4;8;28963
2023-10-07 18:47:13;4;4;1;4;11;5;1;10;28964
2021-02-08 17:00:15;5;5;2;2;1;2;11;9;28965
2022-04-04 11:55:10;4;9;1;4;5;5;1;8;28966
2021-09-25 14:56:52;5;12;1;2;1;3;2;6;28967
2023-09-15 19:16:40;1;17;1;2;8;7;1;4;28968
2023-11-12 19:01:14;1;5;2;4;7;4;1;6;28969
2021-06-28 09:27:02;3;12;1;1;3;3;2;5;28970
2022-02-21 16:48:01;2;6;1;2;10;5;3;10;28971
2020-12-10 15:45:12;2;8;1;4;3;1;9;9;28972
2023-01-08 16:42:43;3;6;2;4;9;2;2;4;28973
2022-05-07 19:00:08;2;5;1;2;3;5;8;3;28974
2023-05-04 20:35:12;1;3;2;3;10;7;8;2;28975
2023-08-18 14:49:51;2;3;2;2;11;3;9;4;28976
2020-04-20 17:05:58;3;6;2;3;11;1;8;3;28977
2022-02-21 14:14:27;2;15;2;1;7;11;4;10;28978
2020-09-15 19:17:33;2;11;2;1;9;5;3;6;28979
2020-11-13 12:59:46;5;7;1;4;9;4;8;6;28980
2020-05-14 13:06:00;4;1;1;2;10;2;10;10;28981
2020-06-19 10:16:13;3;12;2;4;10;6;11;1;28982
2020-01-16 09:05:59;1;11;1;3;4;10;6;4;28983
2022-05-16 15:24:22;3;16;2;1;8;6;8;7;28984
2021-12-05 12:48:09;1;10;2;1;11;1;10;1;28985
2023-10-30 16:46:02;1;17;1;2;2;8;5;6;28986
2020-11-26 09:25:55;3;10;2;4;11;2;9;8;28987
2022-03-06 20:59:32;2;8;2;1;2;9;1;1;28988
2020-02-14 20:58:15;1;14;1;3;8;11;4;5;28989
2021-05-22 13:14:14;5;16;1;3;9;6;3;5;28990
2022-05-13 20:28:00;1;14;2;2;9;4;2;4;28991
2021-02-25 20:27:07;3;10;1;1;3;10;5;6;28992
2020-07-01 20:21:17;1;1;1;4;1;5;7;5;28993
2023-07-03 09:51:05;4;5;2;4;5;9;4;6;28994
2020-04-08 10:53:05;1;2;2;3;2;1;10;2;28995
2020-05-26 19:54:25;1;17;1;4;1;8;8;9;28996
2021-12-01 15:13:46;3;1;2;3;1;6;5;8;28997
2020-01-21 10:13:13;1;9;1;1;6;3;1;3;28998
2023-04-30 18:06:06;1;11;1;2;4;7;10;5;28999
2021-07-04 17:48:59;1;16;2;1;3;11;1;8;29000
2023-06-20 13:45:13;5;3;2;4;11;1;9;6;29001
2023-12-27 13:21:39;5;5;2;4;3;5;9;4;29002
2021-05-15 11:27:37;5;8;2;2;2;4;4;4;29003
2020-02-14 19:13:19;1;3;1;4;2;10;3;5;29004
2021-11-12 10:12:28;2;13;1;3;3;6;9;1;29005
2023-07-19 11:11:19;3;14;1;4;8;7;4;1;29006
2020-02-29 15:52:52;1;5;1;1;4;5;3;3;29007
2023-02-15 12:07:44;2;5;1;3;10;4;5;7;29008
2021-08-28 14:30:52;5;11;1;4;4;4;3;2;29009
2022-05-04 14:52:31;2;9;2;4;4;6;4;4;29010
2021-11-20 19:23:25;4;12;2;2;6;2;6;10;29011
2023-07-19 12:13:25;4;1;1;2;5;9;6;3;29012
2021-06-25 16:12:43;2;3;1;4;5;11;2;6;29013
2022-02-04 14:28:47;4;9;2;3;4;10;11;4;29014
2023-09-15 12:31:05;1;5;1;2;4;2;3;7;29015
2022-02-08 10:28:32;1;14;1;3;8;7;4;5;29016
2023-06-14 19:12:23;3;16;1;2;8;7;6;1;29017
